NLOID,ISCO-08 Score,SOC-20 Score,Major Group,Sub-Major Group,Minor Group,ISCO Unit Group,Occupation Title,Core List,Digital Economy Occupation ,Comprehension Score,OP N,OP Mean,OP Std,OP Skewness,OP Kurtosis,SV N,SV Mean,SV Std,SV Skewness,SV Kurtosis,OP/SV Difference
NL108,2359,3224,2 Professionals,23 Teaching Professionals,235 Other Teaching Professionals,2359 Teaching Professionals Not Elsewhere Classified,School Counsellor,1,0,50,1219,52.1099,19.77707,-0.353,0.072,1210,64.2306,21.22234,-0.643,0.5,-12.1207
NL109,2411,2421,2 Professionals,24 Business and Administration Professionals,241 Finance Professionals,2411 Accountants,Accountant,1,0,47,1219,62.7227,17.16673,-0.839,1.243,1210,58.79338843,19.48362225,-0.6037228738,0.2891526832,3.92931157
NL110,2412,2422,2 Professionals,24 Business and Administration Professionals,241 Finance Professionals,2412 Financial and Investment Advisers,Financial Planner,0,0,47,303,55.8449,17.14582,-0.58,0.938,305,49.51803279,22.06018613,-0.454687304,-0.4596169355,6.326867213
NL111,2413,1131,2 Professionals,24 Business and Administration Professionals,241 Finance Professionals,2413 Financial Analysts,Investment Banker,0,0,49,302,60.6656,21.90702,-0.773,0.312,304,45.2566,27.11606,-0.025,-1.009,15.409
NL112,2413,2422,2 Professionals,24 Business and Administration Professionals,241 Finance Professionals,2413 Financial Analysts,Technology Start-up Investor,0,1,49,308,51.4513,20.68157,-0.457,-0.202,300,45.62,23.96895,-0.186,-0.788,5.8313
NL113,2421,3131,2 Professionals,24 Business and Administration Professionals,242 Administration Professionals,2421 Management and Organization Analysts,IT Security Specialist,0,1,47,306,60.3562,18.97022,-0.72,0.644,301,60.0731,20.4033,-0.589,0.257,0.2831
NL114,2421,2431,2 Professionals,24 Business and Administration Professionals,242 Administration Professionals,2421 Management and Organization Analysts,Management Consultant,1,0,44,1219,56.0213,19.04074,-0.675,0.352,1210,45.63966942,22.93589614,-0.2959784687,-0.6459868749,10.38163058
NL115,2421,2431,2 Professionals,24 Business and Administration Professionals,242 Administration Professionals,2421 Management and Organization Analysts,Artificial Intelligence Consultant,0,1,41,303,61.8614,19.76888,-0.657,0.427,305,49.9016,23.6317,-0.37,-0.596,11.9598
NL116,2421,2139,2 Professionals,24 Business and Administration Professionals,242 Administration Professionals,2421 Management and Organization Analysts,Information Technology Consultant,0,1,48,302,53.553,18.40669,-0.748,0.677,304,48.7336,21.28073,-0.373,-0.428,4.8194
NL117,2422,2439,2 Professionals,24 Business and Administration Professionals,242 Administration Professionals,2422 Policy Administration Professionals,Political Adviser,0,0,47,308,53.4253,23.38749,-0.677,-0.265,300,44.75,25.80829,-0.153,-1.028,8.6753
NL118,2422,2439,2 Professionals,24 Business and Administration Professionals,242 Administration Professionals,2422 Policy Administration Professionals,Policy Analyst,0,0,41,306,50.9444,21.21645,-0.464,-0.339,301,46.691,21.19719,-0.258,-0.446,4.2534
NL119,2422,2134,2 Professionals,24 Business and Administration Professionals,242 Administration Professionals,2422 Policy Administration Professionals,Technology Think Tank Analyst,0,1,32,303,59.2244,19.96875,-0.764,0.618,305,48.73114754,22.65763161,-0.434550431,-0.4621024229,10.49325246
NL120,2422,2493,2 Professionals,24 Business and Administration Professionals,242 Administration Professionals,2422 Policy Administration Professionals,Technology Policy Lobbyist,0,1,38,302,50.9503,19.314,-0.556,0.057,304,42.7039,23.9756,0.016,-0.719,8.2464
NL121,2423,3572,2 Professionals,24 Business and Administration Professionals,242 Administration Professionals,2423 Personnel and Careers Professionals,Careers Adviser,0,0,49,308,49.1006,18.08106,-0.156,0.267,300,57.26,20.30666,-0.358,-0.012,-8.1594
NL122,2423,3571,2 Professionals,24 Business and Administration Professionals,242 Administration Professionals,2423 Personnel and Careers Professionals,HR and Recruitment Officer,0,0,46,306,49.817,18.80371,-0.525,0.175,301,50.1661,20.07384,-0.166,-0.044,-0.3491
NL123,2424,3574,2 Professionals,24 Business and Administration Professionals,242 Administration Professionals,2424 Training and Staff Development Professionals,Staff Development Officer,0,0,45,303,46.5974,17.42542,-0.139,-0.188,305,47.3344,20.00361,-0.64,-0.236,-0.737
NL124,2431,2434,2 Professionals,24 Business and Administration Professionals,"243 Sales, Marketing and Public Relations Professionals",2431 Advertising and Marketing Professionals,Market Research Analyst,1,0,49,1219,45.0648,19.50773,-0.153,-0.325,1210,41.8967,22.09948,-0.065,-0.59,3.1681
NL125,2431,3554,2 Professionals,24 Business and Administration Professionals,"243 Sales, Marketing and Public Relations Professionals",2431 Advertising and Marketing Professionals,Email Marketer,0,1,49,302,32.298,18.62064,0.197,-0.522,304,28.6151,22.36776,0.726,-0.007,3.6829
NL126,2431,2434,2 Professionals,24 Business and Administration Professionals,"243 Sales, Marketing and Public Relations Professionals",2431 Advertising and Marketing Professionals,Search Engine Marketing Analyst,0,1,46,308,50.6591,19.19327,-0.501,0.401,300,42.2433,23.49021,-0.062,-0.902,8.4158
NL127,2432,2493,2 Professionals,24 Business and Administration Professionals,"243 Sales, Marketing and Public Relations Professionals",2432 Public Relations Professionals,Public Relations Officer,0,0,45,306,51.2418,19.26179,-0.64,0.173,301,48.6578,21.5137,-0.21,-0.226,2.584
NL128,2433,3552,2 Professionals,24 Business and Administration Professionals,"243 Sales, Marketing and Public Relations Professionals",2433 Technical and Medical Sales Professionals (excluding ICT),Pharmaceutical Sales Representative,0,0,50,303,42.1287,19.63963,-0.08,-0.558,305,39.9934,22.25938,-0.217,-0.785,2.1353
NL129,2434,3552,2 Professionals,24 Business and Administration Professionals,"243 Sales, Marketing and Public Relations Professionals",2434 Information and Communications Technology Sales Professionals,Computer Sales Representative,0,0,45,302,38.957,17.88078,-0.106,-0.094,304,38.5592,20.36668,0.352,-0.111,0.3978
NL130,2511,2133,2 Professionals,25 Information and Communications Technology Professionals,251 Software and Applications Developers and Analysts,2511 Systems Analysts,IT Systems Designer,0,1,46,308,63.8864,17.03924,-0.848,1.743,300,60.41,19.10038,-0.788,0.92,3.4764
NL131,2511,2133,2 Professionals,25 Information and Communications Technology Professionals,251 Software and Applications Developers and Analysts,2511 Systems Analysts,Computer Scientist,0,1,40,306,70.9935,16.03868,-0.721,0.926,301,65.3522,18.2447,-0.717,0.854,5.6413
NL132,2511,2134,2 Professionals,25 Information and Communications Technology Professionals,251 Software and Applications Developers and Analysts,2511 Systems Analysts,Machine Learning Programmer,0,1,32,303,58.0033,19.61087,-0.488,0.129,305,53.67868852,20.73917849,-0.4293231645,-0.1059379385,4.324611475
NL133,2512,2134,2 Professionals,25 Information and Communications Technology Professionals,251 Software and Applications Developers and Analysts,2512 Software Developers,Software Developer,1,1,50,1219,60.2715,18.18657,-0.632,0.749,1210,55.5537,20.89073,-0.597,-0.001,4.7178
NL134,2512,2129,2 Professionals,25 Information and Communications Technology Professionals,251 Software and Applications Developers and Analysts,2512 Software Developers,Robotics Engineer,0,1,49,302,69.8775,16.11282,-1.251,3.371,304,58.3454,21.67512,-0.572,-0.174,11.5321
NL135,2512,2141,2 Professionals,25 Information and Communications Technology Professionals,251 Software and Applications Developers and Analysts,2512 Software Developers,User Interface (UI) Designer,0,1,43,308,55.237,17.2551,-0.6,0.68,300,50.49,21.27468,-0.435,-0.287,4.747
NL136,2513,2134,2 Professionals,25 Information and Communications Technology Professionals,251 Software and Applications Developers and Analysts,2513 Web and Multimedia Developers,Video Game Programmer,0,1,48,306,56.0392,20.24129,-0.513,0.263,301,44.2791,22.40778,-0.18,-0.505,11.7601
NL137,2513,2134,2 Professionals,25 Information and Communications Technology Professionals,251 Software and Applications Developers and Analysts,2513 Web and Multimedia Developers,Web Developer,0,1,47,303,56.1419,18.82535,-0.573,0.77,305,50.7082,21.8086,-0.45,-0.427,5.4337
NL138,2514,2134,2 Professionals,25 Information and Communications Technology Professionals,251 Software and Applications Developers and Analysts,2514 Applications Programmers,Mobile App Programmer,0,1,48,302,53.5033,18.87214,-0.633,0.233,304,46.5559,22.00803,-0.158,-0.667,6.9474
NL139,2519,2136,2 Professionals,25 Information and Communications Technology Professionals,251 Software and Applications Developers and Analysts,2519 Software and Applications Developers and Analysts Not Elsewhere Classified,Software Tester,0,1,49,308,50.8279,18.42388,-0.368,0.099,300,49.3767,21.25891,-0.303,-0.257,1.4512
NL140,2519,3131,2 Professionals,25 Information and Communications Technology Professionals,251 Software and Applications Developers and Analysts,2519 Software and Applications Developers and Analysts Not Elsewhere Classified,Video Game Tester,0,1,49,306,37.3758,21.2345,0.188,-0.384,301,30.0731,21.38803,0.385,-0.561,7.3027
NL141,2519,2136,2 Professionals,25 Information and Communications Technology Professionals,251 Software and Applications Developers and Analysts,2519 Software and Applications Developers and Analysts Not Elsewhere Classified,Artificial Intelligence Trainer,0,1,41,303,57.0759,19.96862,-0.605,0.415,305,47.059,23.56479,-0.291,-0.566,10.0169
NL142,2519,2136,2 Professionals,25 Information and Communications Technology Professionals,251 Software and Applications Developers and Analysts,2519 Software and Applications Developers and Analysts Not Elsewhere Classified,Chatbot Conversation Trainer,0,1,48,302,33.1821,19.12027,-0.04,-0.829,304,28.8882,22.72015,0.443,-0.791,4.2939
NL143,2521,3133,2 Professionals,25 Information and Communications Technology Professionals,252 Database and Network Professionals,2521 Database Designers and Administrators,Database Administrator,1,0,48,1219,44.8376,19.61597,-0.158,-0.336,1210,45.9314,20.75345,-0.208,-0.405,-1.0938
NL144,2521,3133,2 Professionals,25 Information and Communications Technology Professionals,252 Database and Network Professionals,2521 Database Designers and Administrators,Online Content Moderator,0,1,48,308,41.4221,19.70806,-0.103,-0.643,300,46.1633,21.73149,-0.15,-0.401,-4.7412
NL145,2522,3131,2 Professionals,25 Information and Communications Technology Professionals,252 Database and Network Professionals,2522 Systems Administrators,Computer Systems Administrator,0,0,42,306,51.0065,19.81554,-0.324,-0.051,301,51.3887,20.10004,-0.324,-0.11,-0.3822
NL146,2523,2137,2 Professionals,25 Information and Communications Technology Professionals,252 Database and Network Professionals,2523 Computer Network Professionals,Computer Network Analyst,0,0,46,303,60.7096,18.11995,-0.593,0.634,305,54.42295082,19.88771435,-0.6381179599,-0.03960737008,6.28664918
NL147,2529,2135,2 Professionals,25 Information and Communications Technology Professionals,252 Database and Network Professionals,2529 Database and Network Professionals Not Elsewhere Classified,Hacker*,0,1,49,302,23.2848,25.68668,0.955,-0.22,304,23.7072,26.55718,1.02,-0.003,-0.4224
NL148,2529,2433,2 Professionals,25 Information and Communications Technology Professionals,252 Database and Network Professionals,2529 Database and Network Professionals Not Elsewhere Classified,Data Miner,0,1,37,308,39.5227,22.27741,-0.044,-0.721,300,35.3667,23.91538,0.094,-0.956,4.156
NL149,2529,2433,2 Professionals,25 Information and Communications Technology Professionals,252 Database and Network Professionals,2529 Database and Network Professionals Not Elsewhere Classified,Online Data Collector,0,1,48,306,37.3268,19.54342,0.204,-0.316,301,35.5847,21.61952,0.132,-0.694,1.7421
NL150,2611,2412,2 Professionals,"26 Legal, Social and Cultural Professionals",261 Legal Professionals,2611 Lawyers,Lawyer,1,0,50,1219,73.4701,17.80882,-1.411,2.796,1210,66.3017,21.14625,-0.833,0.458,7.1684
NL151,2611,3520,2 Professionals,"26 Legal, Social and Cultural Professionals",261 Legal Professionals,2611 Lawyers,Data Protection Lawyer,0,1,47,303,63.1551,19.60772,-0.858,0.922,305,54.459,23.30277,-0.525,-0.248,8.6961
NL152,2612,2411,2 Professionals,"26 Legal, Social and Cultural Professionals",261 Legal Professionals,2612 Judges,Judge,0,0,50,302,80.1987,16.86984,-1.732,4.269,304,73.6447,18.67365,-1.074,1.396,6.554
NL153,2619,2411,2 Professionals,"26 Legal, Social and Cultural Professionals",261 Legal Professionals,2619 Legal Professionals Not Elsewhere Classified,Coroner,0,0,43,308,63.3052,20.41438,-0.508,-0.078,300,65.74,21.4546,-0.833,0.738,-2.4348
NL154,2621,2472,2 Professionals,"26 Legal, Social and Cultural Professionals","262 Librarians, Archivists and Curators",2621 Archivists and Curators,Museum Curator,0,0,48,306,57.1242,21.07405,-0.658,0.003,301,52.0365,21.29261,-0.387,-0.286,5.0877
NL155,2621,2472,2 Professionals,"26 Legal, Social and Cultural Professionals","262 Librarians, Archivists and Curators",2621 Archivists and Curators,Internet Archivist,0,1,42,303,41.7855,19.44095,-0.226,-0.482,305,40.4951,22.53041,-0.149,-0.834,1.2904
NL156,2622,2471,2 Professionals,"26 Legal, Social and Cultural Professionals","262 Librarians, Archivists and Curators",2622 Librarians and Related Information Professionals,Librarian,1,0,50,1219,45.6571,19.87317,-0.095,-0.397,1210,53.1248,21.44291,-0.312,-0.268,-7.4677
NL157,2631,2433,2 Professionals,"26 Legal, Social and Cultural Professionals",263 Social and Religious Professionals,2631 Economists,Economist,0,0,41,302,60.3974,18.00132,-0.819,0.947,304,53.1382,23.29338,-0.442,-0.453,7.2592
NL158,2632,2115,2 Professionals,"26 Legal, Social and Cultural Professionals",263 Social and Religious Professionals,"2632 Sociologists, Anthropologists and Related Professionals",Archaeologist,0,0,48,308,67.6136,16.502,-0.699,0.772,300,58.07,23.12779,-0.726,-0.032,9.5436
NL159,2632,2115,2 Professionals,"26 Legal, Social and Cultural Professionals",263 Social and Religious Professionals,"2632 Sociologists, Anthropologists and Related Professionals",Philosopher,0,0,45,306,55.5817,22.62426,-0.503,-0.148,301,47.897,25.28964,-0.216,-0.793,7.6847
NL160,2632,2115,2 Professionals,"26 Legal, Social and Cultural Professionals",263 Social and Religious Professionals,"2632 Sociologists, Anthropologists and Related Professionals",Sociologist,0,0,44,303,54.4488,18.64064,-0.398,0.389,305,52.41639344,21.95570586,-0.5347331484,0.06780441362,2.032406557
NL161,2633,2115,2 Professionals,"26 Legal, Social and Cultural Professionals",263 Social and Religious Professionals,"2633 Philosophers, Historians and Political Scientists",Historian,0,0,49,302,59.851,18.6644,-0.997,1.303,304,54.8191,22.07586,-0.666,0.012,5.0319
NL162,2634,2224,2 Professionals,"26 Legal, Social and Cultural Professionals",263 Social and Religious Professionals,2634 Psychologists,Psychotherapist,0,0,47,308,68.0357,17.49105,-0.937,1.842,300,70.3733,19.87016,-0.696,0.434,-2.3376
NL163,2634,3219,2 Professionals,"26 Legal, Social and Cultural Professionals",263 Social and Religious Professionals,2634 Psychologists,Online Freelance Therapist,0,1,43,306,43.6438,21.85722,-0.125,-0.516,301,49.5349,23.62194,-0.274,-0.48,-5.8911
NL164,2635,2461,2 Professionals,"26 Legal, Social and Cultural Professionals",263 Social and Religious Professionals,2635 Social Work and Counselling Professionals,Social Worker,1,0,48,1219,53.397,20.11865,-0.237,-0.2,1210,70.04214876,20.97027812,-0.7500652138,0.3296949014,-16.64514876
NL165,2635,2229,2 Professionals,"26 Legal, Social and Cultural Professionals",263 Social and Religious Professionals,2635 Social Work and Counselling Professionals,Bereavement Counsellor,0,0,48,303,55.8416,18.21218,-0.383,0.551,305,65.0656,20.09015,-0.619,0.545,-9.224
NL166,2635,2462,2 Professionals,"26 Legal, Social and Cultural Professionals",263 Social and Religious Professionals,2635 Social Work and Counselling Professionals,Probation Officer,0,0,47,302,47.1192,18.29871,-0.402,0.26,304,56.5691,19.23715,-0.275,0.011,-9.4499
NL167,2636,2463,2 Professionals,"26 Legal, Social and Cultural Professionals",263 Social and Religious Professionals,2636 Religious Professionals,Priest,0,0,50,308,50.3961,25.67383,-0.394,-0.669,300,49.42,28.33986,-0.351,-1.024,0.9761
NL168,2636,2463,2 Professionals,"26 Legal, Social and Cultural Professionals",263 Social and Religious Professionals,2636 Religious Professionals,Rabbi,0,0,44,306,49.5425,25.79922,-0.372,-0.713,301,48.113,27.44183,-0.254,-0.807,1.4295
NL169,2636,2463,2 Professionals,"26 Legal, Social and Cultural Professionals",263 Social and Religious Professionals,2636 Religious Professionals,Imam,0,0,34,303,49.2838,23.14707,-0.255,-0.415,305,47.6557377,25.48018144,-0.270369086,-0.6907398548,1.628062295
NL170,2636,3554,2 Professionals,"26 Legal, Social and Cultural Professionals",263 Social and Religious Professionals,2636 Religious Professionals,Technology Brand Ambassador*,0,1,47,302,51.8675,19.5442,-0.447,0.176,304,41.7368,24.7407,0.19,-0.632,10.1307
NL171,2641,3412,2 Professionals,"26 Legal, Social and Cultural Professionals","264 Authors, Journalists and Linguists",2641 Authors and Related Writers,Novelist,0,0,50,308,65.2468,17.72071,-0.475,0.404,300,57.6767,20.77975,-0.424,-0.075,7.5701
NL172,2641,3554,2 Professionals,"26 Legal, Social and Cultural Professionals","264 Authors, Journalists and Linguists",2641 Authors and Related Writers,Online Scammer*,0,1,50,306,4.9575,12.62036,3.805,16.958,301,3.9369,12.27759,4.262,19.529,1.0206
NL173,2641,3412,2 Professionals,"26 Legal, Social and Cultural Professionals","264 Authors, Journalists and Linguists",2641 Authors and Related Writers,Online Freelance Writer,0,1,49,303,45.6667,19.60211,-0.193,-0.189,305,41.059,21.0198,-0.152,-0.736,4.6077
NL174,2641,3412,2 Professionals,"26 Legal, Social and Cultural Professionals","264 Authors, Journalists and Linguists",2641 Authors and Related Writers,Speech Writer,0,0,47,302,54.4901,17.04221,-0.826,0.648,304,43.6414,23.20976,-0.072,-0.733,10.8487
NL175,2641,3554,2 Professionals,"26 Legal, Social and Cultural Professionals","264 Authors, Journalists and Linguists",2641 Authors and Related Writers,Spam Email Writer*,0,1,48,308,11.5714,17.89304,1.774,2.565,300,9.7667,16.0438,2.288,5.301,1.8047
NL176,2642,2492,2 Professionals,"26 Legal, Social and Cultural Professionals","264 Authors, Journalists and Linguists",2642 Journalists,Journalist,1,0,50,1219,53.5242,20.62843,-0.629,-0.015,1210,56.02727273,22.58384067,-0.4875566049,-0.1765703707,-2.503072727
NL177,2642,3412,2 Professionals,"26 Legal, Social and Cultural Professionals","264 Authors, Journalists and Linguists",2642 Journalists,Food Blogger,0,1,49,306,33.3072,21.06377,0.217,-0.749,301,28.5083,23.25777,0.581,-0.568,4.7989
NL178,2642,2492,2 Professionals,"26 Legal, Social and Cultural Professionals","264 Authors, Journalists and Linguists",2642 Journalists,Digital Journalist,0,1,48,303,48.6271,19.87784,-0.35,-0.27,305,46.6426,21.64076,-0.405,-0.425,1.9845
NL179,2642,3412,2 Professionals,"26 Legal, Social and Cultural Professionals","264 Authors, Journalists and Linguists",2642 Journalists,Beauty Blogger,0,1,47,302,26.7616,20.42447,0.539,-0.181,304,23.8487,24.5009,1.063,0.413,2.9129
NL180,2643,3412,2 Professionals,"26 Legal, Social and Cultural Professionals","264 Authors, Journalists and Linguists","2643 Translators, Interpreters and Other Linguists",Translator,0,0,50,308,61.8409,16.53495,-0.651,0.582,300,64.8933,18.40646,-0.432,0.182,-3.0524
NL181,2643,3412,2 Professionals,"26 Legal, Social and Cultural Professionals","264 Authors, Journalists and Linguists","2643 Translators, Interpreters and Other Linguists",Sign Language Interpreter,0,0,50,306,60.866,19.17935,-0.388,0.151,301,70.3654,20.42693,-0.694,0.478,-9.4994
NL182,2651,3411,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,2651 Visual Artists,Sculptor,0,0,50,303,58.7195,19.2465,-0.337,0.092,305,46.76065574,21.17684994,-0.1790108532,-0.5043594568,11.95884426
NL183,2651,3411,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,2651 Visual Artists,Cartoonist,0,0,49,302,49.8808,18.25964,-0.487,-0.073,304,44.0987,21.50977,-0.223,-0.615,5.7821
NL184,2652,3415,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,"2652 Musicians, Singers and Composers",Music Conductor,0,0,50,308,63.9968,20.01278,-0.858,0.523,300,52.8033,21.92823,-0.216,-0.51,11.1935
NL185,2652,3415,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,"2652 Musicians, Singers and Composers",Online Freelance Musician,0,1,50,306,45.4346,20.81418,-0.245,-0.445,301,41.6977,21.67991,-0.179,-0.733,3.7369
NL186,2652,3415,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,"2652 Musicians, Singers and Composers",Street Musician,0,0,49,303,31.4389,19.41313,0.546,-0.243,305,37.6656,23.296,0.075,-0.972,-6.2267
NL187,2652,3415,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,"2652 Musicians, Singers and Composers",Orchestra Musician,0,0,48,302,62.8576,18.32422,-0.821,0.86,304,50.1809,22.47764,-0.32,-0.58,12.6767
NL188,2653,3414,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,2653 Dancers and Choreographers,Ballet Dancer,0,0,50,308,60.3766,22.82994,-0.657,-0.048,300,47.33,22.93398,-0.222,-0.668,13.0466
NL189,2653,3414,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,2653 Dancers and Choreographers,Street Dancer,0,0,50,306,30.049,20.44218,0.512,-0.433,301,29.5615,24.05896,0.554,-0.595,0.4875
NL190,2653,9269,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,2653 Dancers and Choreographers,Pole Dancer*,0,0,49,303,18.2805,21.53168,1.429,1.48,305,17.8623,20.8191,1.249,0.542,0.4182
NL191,2654,3416,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,"2654 Film, Stage and Related Directors and Producers",Documentary Director,0,0,50,302,62.2483,18.515,-1.005,1.186,304,53.0822,22.04638,-0.671,-0.073,9.1661
NL192,2654,3416,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,"2654 Film, Stage and Related Directors and Producers",Theatre Producer,0,0,50,308,58.6136,19.37887,-0.672,0.177,300,51.0533,21.60214,-0.318,-0.383,7.5603
NL193,2655,3413,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,2655 Actors,Actor,1,0,50,1219,59.8999,22.0902,-0.559,-0.061,1210,49.6322,24.23147,-0.238,-0.636,10.2677
NL194,2655,3133,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,2655 Actors,"Online Video Content Creator (e.g., YouTuber)",0,1,49,306,36.7745,25.98483,0.245,-0.929,301,28.7874,25.88516,0.695,-0.492,7.9871
NL195,2655,3413,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,2655 Actors,Pornstar*,0,0,49,303,18.429,22.31934,1.439,1.434,305,18.91147541,21.58631769,1.271125879,0.9682575151,-0.4824754098
NL196,2655,3413,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,2655 Actors,"Online Pornographic Content Creator (e.g., OnlyFans) *",0,1,45,302,13.9106,17.58081,1.423,1.368,304,17.1283,22.88802,1.548,1.853,-3.2177
NL197,2656,3413,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,"2656 Announcers on Radio, Television and Other Media",Podcast Host,0,1,50,308,43.8734,22.27443,-0.183,-0.653,300,36.96,23.69141,0.122,-0.925,6.9134
NL198,2656,3413,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,"2656 Announcers on Radio, Television and Other Media",Talk Show Host,0,0,49,306,52.3497,26.93803,-0.357,-0.861,301,36.7907,27.0476,0.26,-0.942,15.559
NL199,2656,3412,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,"2656 Announcers on Radio, Television and Other Media",Audiobook Narrator,0,0,49,303,45.2475,19.49923,0.001,-0.334,305,42.082,22.38413,-0.171,-0.942,3.1655
NL200,2659,3413,2 Professionals,"26 Legal, Social and Cultural Professionals",265 Creative and Performing Artists,2659 Creative and Performing Artists Not Elsewhere Classified,Stand-up Comedian,0,0,50,302,48.5397,20.21964,-0.455,-0.086,304,47.0329,25.26165,-0.234,-0.707,1.5068
NL201,3111,3111,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,311 Physical and Engineering Science Technicians,3111 Chemical and Physical Science Technicians,Chemistry Technician,0,0,42,308,54.9513,17.91859,-0.427,0.053,300,56.96,21.7306,-0.452,-0.041,-2.0087
NL202,3112,2454,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,311 Physical and Engineering Science Technicians,3112 Civil Engineering Technicians,Building Surveyor,0,0,44,306,57.9346,18.01681,-0.576,0.614,301,59.1096,19.17789,-0.439,0.052,-1.175
NL203,3113,3113,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,311 Physical and Engineering Science Technicians,3113 Electrical Engineering Technicians,Electrical Engineering Technician,0,0,43,303,61.5545,16.34326,-0.296,-0.048,305,63.9147541,17.67132151,-0.6349582808,0.5224078456,-2.360254098
NL204,3114,3112,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,311 Physical and Engineering Science Technicians,3114 Electronics Engineering Technicians,Electronic Equipment Engineering Technician,0,0,44,302,54.8444,17.74943,-0.654,0.316,304,54.4704,20.60262,-0.672,0.023,0.374
NL205,3115,5234,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,311 Physical and Engineering Science Technicians,3115 Mechanical Engineering Technicians,Aeronautics Engineering Technician,0,0,43,308,54.8444,17.21552,-0.696,0.504,300,62.3367,22.36479,-0.785,0.332,-7.4923
NL206,3116,3116,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,311 Physical and Engineering Science Technicians,3116 Chemical Engineering Technicians,Chemical Production Technician ,0,0,47,306,53.6438,18.6386,-0.231,-0.161,301,57.2326,21.11695,-0.427,-0.168,-3.5888
NL207,3117,3581,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,311 Physical and Engineering Science Technicians,3117 Mining and Metallurgical Technicians,Mine Inspector,0,0,47,303,53.5677,19.23369,-0.282,-0.102,305,56.78360656,19.3441578,-0.5567543248,0.2825990093,-3.215906557
NL208,3118,2142,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,311 Physical and Engineering Science Technicians,3118 Draughtspersons,Technical Illustrator,0,0,42,302,52.0331,17.35669,-0.619,0.162,304,46.8224,20.73727,-0.438,-0.433,5.2107
NL209,3119,3582,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,311 Physical and Engineering Science Technicians,3119 Physical and Engineering Science Technicians Not Elsewhere Classified,Fire Investigator,1,0,49,1219,61.4774,17.80081,-0.526,0.514,1210,66.7124,18.81911,-0.656,0.785,-5.235
NL210,3119,3119,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,311 Physical and Engineering Science Technicians,3119 Physical and Engineering Science Technicians Not Elsewhere Classified,Robotics Technician,0,0,47,308,56.526,19.28568,-0.684,0.374,300,52.0167,21.84798,-0.612,0.016,4.5093
NL211,3121,8132,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,"312 Mining, Manufacturing and Construction Supervisors",3121 Mining Supervisors,Mine Supervisor,0,0,46,306,48.2974,20.3853,-0.124,-0.302,301,51.1628,21.62291,-0.331,-0.253,-2.8654
NL212,3122,8160,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,"312 Mining, Manufacturing and Construction Supervisors",3122 Manufacturing Supervisors,Manufacturing Production Supervisor,0,0,47,303,47.0627,17.87149,-0.3,-0.353,305,47.1934,19.44997,-0.495,-0.291,-0.1307
NL213,3123,1122,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,"312 Mining, Manufacturing and Construction Supervisors",3123 Construction Supervisors,Construction Site Manager,1,0,49,1219,53.3437,17.9751,-0.467,0.102,1210,57.3231,18.91915,-0.492,0.407,-3.9794
NL214,3131,8133,3 Technicians and Associate Professionals,31 Science and Engineering Associate Professionals,313 Process Control Technicians,3131 Power Production Plant Operators,Power Plant Operator,1,0,45,1219,48.7777,20.90974,-0.151,-0.495,1210,57.2008,21.63369,-0.361,-0.219,-8.4231
